AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
3.2|4.1|3.6|221|IX(d) Other specified soft tissue sarcomas|61113314|0-14|All Races|Male and Female|2012|||
1.0|1.5|1.2|75|IX(e) Unspecified soft tissue sarcomas|61113314|0-14|All Races|Male and Female|2012|||
~|~|~|~|Not classified by ICCC|61113314|0-14|All Races|Male and Female|2012|||
3.9|5.0|4.4|272|V Retinoblastoma|61113314|0-14|All Races|Male and Female|2012|||
7.9|9.4|8.6|530|VI Renal tumors|61113314|0-14|All Races|Male and Female|2012|||
7.5|8.9|8.2|505|VI(a) Nephroblastoma and other nonepithelial renal tumors|61113314|0-14|All Races|Male and Female|2012|||
0.2|0.5|0.3|20|VI(b) Renal carcinomas|61113314|0-14|All Races|Male and Female|2012|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|61113314|0-14|All Races|Male and Female|2012|||
2.9|3.8|3.3|205|VII Hepatic tumors|61113314|0-14|All Races|Male and Female|2012|||
2.4|3.3|2.8|175|VII(a) Hepatoblastoma|61113314|0-14|All Races|Male and Female|2012|||
0.3|0.7|0.5|28|VII(b) Hepatic carcinomas|61113314|0-14|All Races|Male and Female|2012|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|61113314|0-14|All Races|Male and Female|2012|||
6.6|8.0|7.3|444|VIII Malignant bone tumors|61113314|0-14|All Races|Male and Female|2012|||
3.9|5.0|4.4|268|VIII(a) Osteosarcomas|61113314|0-14|All Races|Male and Female|2012|||
~|~|~|~|VIII(b) Chondrosarcomas|61113314|0-14|All Races|Male and Female|2012|||
1.9|2.7|2.2|137|VIII(c) Ewing tumor and related sarcomas of bone|61113314|0-14|All Races|Male and Female|2012|||
0.2|0.5|0.3|20|VIII(d) Other specified malignant bone tumors|61113314|0-14|All Races|Male and Female|2012|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|61113314|0-14|All Races|Male and Female|2012|||
4.6|5.8|5.2|317|X Germ cell, trophoblastic tumors & neoplasms of gonads|61113314|0-14|All Races|Male and Female|2012|||
1.1|1.7|1.4|84|X(a) Intracranial & intraspinal germ cell tumors|61113314|0-14|All Races|Male and Female|2012|||
1.2|1.9|1.5|93|X(b) Malignant extracranial & extragonadal germ cell tumors|61113314|0-14|All Races|Male and Female|2012|||
1.7|2.5|2.1|126|X(c) Malignant gonadal germ cell tumors|61113314|0-14|All Races|Male and Female|2012|||
~|~|~|~|X(d) Gonadal carcinomas|61113314|0-14|All Races|Male and Female|2012|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|61113314|0-14|All Races|Male and Female|2012|||
7.0|8.4|7.7|467|XI Other malignant epithelial neoplasms and malignant melanomas|61113314|0-14|All Races|Male and Female|2012|||
~|~|~|~|XI(a) Adrenocortical carcinomas|61113314|0-14|All Races|Male and Female|2012|||
2.8|3.8|3.3|199|XI(b) Thyroid carcinomas|61113314|0-14|All Races|Male and Female|2012|||
~|~|~|~|XI(c) Nasopharyngeal carcinomas|61113314|0-14|All Races|Male and Female|2012|||
1.6|2.3|2.0|119|XI(d) Malignant melanomas|61113314|0-14|All Races|Male and Female|2012|||
~|~|~|~|XI(e) Skin carcinomas|61113314|0-14|All Races|Male and Female|2012|||
1.6|2.3|1.9|118|XI(f) Other and unspecified carcinomas|61113314|0-14|All Races|Male and Female|2012|||
0.6|1.1|0.8|52|XII Other and unspecified malignant neoplasms|61113314|0-14|All Races|Male and Female|2012|||
0.3|0.6|0.4|25|XII(a) Other specified malignant tumors|61113314|0-14|All Races|Male and Female|2012|||
0.3|0.6|0.4|27|XII(b) Other unspecified malignant tumors|61113314|0-14|All Races|Male and Female|2012|||
168.9|175.5|172.2|10532|All ICCC Groups Combined|61067866|0-14|All Races|Male and Female|2013|||
49.4|53.0|51.2|3136|I Leukemias, myeloproliferative & myelodysplastic diseases|61067866|0-14|All Races|Male and Female|2013|||
36.5|39.6|38.0|2330|I(a) Lymphoid leukemias|61067866|0-14|All Races|Male and Female|2013|||
7.1|8.6|7.8|479|I(b) Acute myeloid leukemias|61067866|0-14|All Races|Male and Female|2013|||
1.4|2.0|1.7|103|I(c) Chronic myeloproliferative diseases|61067866|0-14|All Races|Male and Female|2013|||
1.2|1.8|1.5|92|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|61067866|0-14|All Races|Male and Female|2013|||
1.8|2.6|2.2|132|I(e) Unspecified and other specified leukemias|61067866|0-14|All Races|Male and Female|2013|||
20.6|23.0|21.8|1328|II Lymphomas and reticuloendothelial neoplasms|61067866|0-14|All Races|Male and Female|2013|||
5.0|6.2|5.5|337|II(a) Hodgkin lymphomas|61067866|0-14|All Races|Male and Female|2013|||
6.7|8.1|7.3|448|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|61067866|0-14|All Races|Male and Female|2013|||
1.9|2.7|2.3|140|II(c) Burkitt lymphoma|61067866|0-14|All Races|Male and Female|2013|||
5.7|7.0|6.4|389|II(d) Miscellaneous lymphoreticular neoplasms|61067866|0-14|All Races|Male and Female|2013|||
~|~|~|~|II(e) Unspecified lymphomas|61067866|0-14|All Races|Male and Female|2013|||
35.3|38.3|36.8|2248|III CNS and misc intracranial and intraspinal neoplasms|61067866|0-14|All Races|Male and Female|2013|||
2.7|3.6|3.2|193|III(a) Ependymomas and choroid plexus tumor|61067866|0-14|All Races|Male and Female|2013|||
18.3|20.5|19.4|1183|III(b) Astrocytomas|61067866|0-14|All Races|Male and Female|2013|||
6.2|7.6|6.9|421|III(c) Intracranial and intraspinal embryonal tumors|61067866|0-14|All Races|Male and Female|2013|||
5.6|6.8|6.2|378|III(d) Other gliomas|61067866|0-14|All Races|Male and Female|2013|||
0.5|1.0|0.7|44|III(e) Other specified intracranial & intraspinal neoplasms|61067866|0-14|All Races|Male and Female|2013|||
0.3|0.7|0.5|29|III(f) Unspecified intracranial and intraspinal neoplasms|61067866|0-14|All Races|Male and Female|2013|||
11.3|13.1|12.2|748|IV Neuroblastoma and other peripheral nervous cell tumors|61067866|0-14|All Races|Male and Female|2013|||
11.0|12.8|11.9|730|IV(a) Neuroblastoma and ganglioneuroblastoma|61067866|0-14|All Races|Male and Female|2013|||
0.2|0.5|0.3|18|IV(b) Other peripheral nervous cell tumors|61067866|0-14|All Races|Male and Female|2013|||
10.4|12.1|11.2|683|IX Soft tissue and other extraosseous sarcomas|61067866|0-14|All Races|Male and Female|2013|||
4.7|5.9|5.3|323|IX(a) Rhabdomyosarcomas|61067866|0-14|All Races|Male and Female|2013|||
1.0|1.5|1.2|74|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|61067866|0-14|All Races|Male and Female|2013|||
~|~|~|~|IX(c) Kaposi sarcoma|61067866|0-14|All Races|Male and Female|2013|||
3.2|4.2|3.7|224|IX(d) Other specified soft tissue sarcomas|61067866|0-14|All Races|Male and Female|2013|||
0.8|1.3|1.0|61|IX(e) Unspecified soft tissue sarcomas|61067866|0-14|All Races|Male and Female|2013|||
0.1|0.4|0.3|16|Not classified by ICCC|61067866|0-14|All Races|Male and Female|2013|||
3.8|4.9|4.3|266|V Retinoblastoma|61067866|0-14|All Races|Male and Female|2013|||
8.3|9.8|9.0|552|VI Renal tumors|61067866|0-14|All Races|Male and Female|2013|||
7.8|9.3|8.5|525|VI(a) Nephroblastoma and other nonepithelial renal tumors|61067866|0-14|All Races|Male and Female|2013|||
0.3|0.6|0.4|24|VI(b) Renal carcinomas|61067866|0-14|All Races|Male and Female|2013|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|61067866|0-14|All Races|Male and Female|2013|||
2.5|3.3|2.9|177|VII Hepatic tumors|61067866|0-14|All Races|Male and Female|2013|||
2.1|2.8|2.4|149|VII(a) Hepatoblastoma|61067866|0-14|All Races|Male and Female|2013|||
0.3|0.6|0.4|26|VII(b) Hepatic carcinomas|61067866|0-14|All Races|Male and Female|2013|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|61067866|0-14|All Races|Male and Female|2013|||
6.7|8.1|7.4|448|VIII Malignant bone tumors|61067866|0-14|All Races|Male and Female|2013|||
3.3|4.3|3.8|229|VIII(a) Osteosarcomas|61067866|0-14|All Races|Male and Female|2013|||
~|~|~|~|VIII(b) Chondrosarcomas|61067866|0-14|All Races|Male and Female|2013|||
2.4|3.3|2.9|174|VIII(c) Ewing tumor and related sarcomas of bone|61067866|0-14|All Races|Male and Female|2013|||
0.3|0.6|0.4|27|VIII(d) Other specified malignant bone tumors|61067866|0-14|All Races|Male and Female|2013|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|61067866|0-14|All Races|Male and Female|2013|||
5.2|6.4|5.8|353|X Germ cell, trophoblastic tumors & neoplasms of gonads|61067866|0-14|All Races|Male and Female|2013|||
1.4|2.1|1.7|103|X(a) Intracranial & intraspinal germ cell tumors|61067866|0-14|All Races|Male and Female|2013|||
1.1|1.6|1.3|81|X(b) Malignant extracranial & extragonadal germ cell tumors|61067866|0-14|All Races|Male and Female|2013|||
2.1|2.9|2.4|148|X(c) Malignant gonadal germ cell tumors|61067866|0-14|All Races|Male and Female|2013|||
~|~|~|~|X(d) Gonadal carcinomas|61067866|0-14|All Races|Male and Female|2013|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|61067866|0-14|All Races|Male and Female|2013|||
8.1|9.6|8.8|538|XI Other malignant epithelial neoplasms and malignant melanomas|61067866|0-14|All Races|Male and Female|2013|||
~|~|~|~|XI(a) Adrenocortical carcinomas|61067866|0-14|All Races|Male and Female|2013|||
3.1|4.1|3.6|218|XI(b) Thyroid carcinomas|61067866|0-14|All Races|Male and Female|2013|||
0.2|0.6|0.4|23|XI(c) Nasopharyngeal carcinomas|61067866|0-14|All Races|Male and Female|2013|||
1.8|2.6|2.1|131|XI(d) Malignant melanomas|61067866|0-14|All Races|Male and Female|2013|||
~|~|~|~|XI(e) Skin carcinomas|61067866|0-14|All Races|Male and Female|2013|||
2.1|2.9|2.5|153|XI(f) Other and unspecified carcinomas|61067866|0-14|All Races|Male and Female|2013|||
0.5|0.9|0.6|39|XII Other and unspecified malignant neoplasms|61067866|0-14|All Races|Male and Female|2013|||
0.2|0.6|0.4|23|XII(a) Other specified malignant tumors|61067866|0-14|All Races|Male and Female|2013|||
0.1|0.4|0.3|16|XII(b) Other unspecified malignant tumors|61067866|0-14|All Races|Male and Female|2013|||
172.1|175.1|173.6|53060|All ICCC Groups Combined|305059222|0-14|All Races|Male and Female|2013-2017|||
51.8|53.4|52.6|16103|I Leukemias, myeloproliferative & myelodysplastic diseases|305059222|0-14|All Races|Male and Female|2013-2017|||
38.8|40.2|39.5|12090|I(a) Lymphoid leukemias|305059222|0-14|All Races|Male and Female|2013-2017|||
7.5|8.2|7.8|2399|I(b) Acute myeloid leukemias|305059222|0-14|All Races|Male and Female|2013-2017|||
1.6|1.9|1.8|537|I(c) Chronic myeloproliferative diseases|305059222|0-14|All Races|Male and Female|2013-2017|||
1.3|1.6|1.5|447|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|305059222|0-14|All Races|Male and Female|2013-2017|||
1.9|2.2|2.1|630|I(e) Unspecified and other specified leukemias|305059222|0-14|All Races|Male and Female|2013-2017|||
22.0|23.0|22.5|6853|II Lymphomas and reticuloendothelial neoplasms|305059222|0-14|All Races|Male and Female|2013-2017|||
5.4|6.0|5.7|1731|II(a) Hodgkin lymphomas|305059222|0-14|All Races|Male and Female|2013-2017|||
7.4|8.0|7.7|2353|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|305059222|0-14|All Races|Male and Female|2013-2017|||
2.3|2.7|2.5|766|II(c) Burkitt lymphoma|305059222|0-14|All Races|Male and Female|2013-2017|||
6.0|6.6|6.3|1933|II(d) Miscellaneous lymphoreticular neoplasms|305059222|0-14|All Races|Male and Female|2013-2017|||
0.2|0.3|0.2|70|II(e) Unspecified lymphomas|305059222|0-14|All Races|Male and Female|2013-2017|||
35.0|36.3|35.7|10894|III CNS and misc intracranial and intraspinal neoplasms|305059222|0-14|All Races|Male and Female|2013-2017|||
2.9|3.3|3.1|959|III(a) Ependymomas and choroid plexus tumor|305059222|0-14|All Races|Male and Female|2013-2017|||
17.6|18.6|18.1|5521|III(b) Astrocytomas|305059222|0-14|All Races|Male and Female|2013-2017|||
6.7|7.3|7.0|2143|III(c) Intracranial and intraspinal embryonal tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
5.9|6.5|6.2|1884|III(d) Other gliomas|305059222|0-14|All Races|Male and Female|2013-2017|||
0.6|0.8|0.7|222|III(e) Other specified intracranial & intraspinal neoplasms|305059222|0-14|All Races|Male and Female|2013-2017|||
0.5|0.6|0.5|165|III(f) Unspecified intracranial and intraspinal neoplasms|305059222|0-14|All Races|Male and Female|2013-2017|||
11.2|12.0|11.6|3563|IV Neuroblastoma and other peripheral nervous cell tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
11.0|11.8|11.4|3505|IV(a) Neuroblastoma and ganglioneuroblastoma|305059222|0-14|All Races|Male and Female|2013-2017|||
0.1|0.2|0.2|58|IV(b) Other peripheral nervous cell tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
10.7|11.5|11.1|3387|IX Soft tissue and other extraosseous sarcomas|305059222|0-14|All Races|Male and Female|2013-2017|||
5.0|5.5|5.2|1602|IX(a) Rhabdomyosarcomas|305059222|0-14|All Races|Male and Female|2013-2017|||
1.0|1.2|1.1|325|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|305059222|0-14|All Races|Male and Female|2013-2017|||
~|~|~|~|IX(c) Kaposi sarcoma|305059222|0-14|All Races|Male and Female|2013-2017|||
3.4|3.8|3.6|1099|IX(d) Other specified soft tissue sarcomas|305059222|0-14|All Races|Male and Female|2013-2017|||
1.1|1.3|1.2|357|IX(e) Unspecified soft tissue sarcomas|305059222|0-14|All Races|Male and Female|2013-2017|||
0.2|0.3|0.2|76|Not classified by ICCC|305059222|0-14|All Races|Male and Female|2013-2017|||
4.1|4.6|4.4|1341|V Retinoblastoma|305059222|0-14|All Races|Male and Female|2013-2017|||
8.6|9.3|8.9|2742|VI Renal tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
8.1|8.8|8.5|2598|VI(a) Nephroblastoma and other nonepithelial renal tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
0.4|0.5|0.4|132|VI(b) Renal carcinomas|305059222|0-14|All Races|Male and Female|2013-2017|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
2.8|3.2|3.0|923|VII Hepatic tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
2.4|2.8|2.6|806|VII(a) Hepatoblastoma|305059222|0-14|All Races|Male and Female|2013-2017|||
0.3|0.4|0.4|110|VII(b) Hepatic carcinomas|305059222|0-14|All Races|Male and Female|2013-2017|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
7.3|8.0|7.6|2321|VIII Malignant bone tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
3.9|4.4|4.1|1257|VIII(a) Osteosarcomas|305059222|0-14|All Races|Male and Female|2013-2017|||
0.2|0.3|0.2|60|VIII(b) Chondrosarcomas|305059222|0-14|All Races|Male and Female|2013-2017|||
2.5|2.9|2.7|825|VIII(c) Ewing tumor and related sarcomas of bone|305059222|0-14|All Races|Male and Female|2013-2017|||
0.4|0.5|0.5|138|VIII(d) Other specified malignant bone tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
0.1|0.2|0.1|41|VIII(e) Unspecified malignant bone tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
5.5|6.1|5.8|1762|X Germ cell, trophoblastic tumors & neoplasms of gonads|305059222|0-14|All Races|Male and Female|2013-2017|||
1.6|1.8|1.7|516|X(a) Intracranial & intraspinal germ cell tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
1.3|1.5|1.4|431|X(b) Malignant extracranial & extragonadal germ cell tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
2.2|2.5|2.3|712|X(c) Malignant gonadal germ cell tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
0.1|0.1|0.1|31|X(d) Gonadal carcinomas|305059222|0-14|All Races|Male and Female|2013-2017|||
0.2|0.3|0.2|72|X(e) Other and unspecified malignant gonadal tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
9.0|9.7|9.4|2852|XI Other malignant epithelial neoplasms and malignant melanomas|305059222|0-14|All Races|Male and Female|2013-2017|||
0.1|0.2|0.2|49|XI(a) Adrenocortical carcinomas|305059222|0-14|All Races|Male and Female|2013-2017|||
3.3|3.7|3.5|1066|XI(b) Thyroid carcinomas|305059222|0-14|All Races|Male and Female|2013-2017|||
0.2|0.3|0.2|69|XI(c) Nasopharyngeal carcinomas|305059222|0-14|All Races|Male and Female|2013-2017|||
1.8|2.1|2.0|598|XI(d) Malignant melanomas|305059222|0-14|All Races|Male and Female|2013-2017|||
~|~|~|~|XI(e) Skin carcinomas|305059222|0-14|All Races|Male and Female|2013-2017|||
3.3|3.7|3.5|1055|XI(f) Other and unspecified carcinomas|305059222|0-14|All Races|Male and Female|2013-2017|||
0.7|0.9|0.8|243|XII Other and unspecified malignant neoplasms|305059222|0-14|All Races|Male and Female|2013-2017|||
0.4|0.6|0.5|148|XII(a) Other specified malignant tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
0.3|0.4|0.3|95|XII(b) Other unspecified malignant tumors|305059222|0-14|All Races|Male and Female|2013-2017|||
172.6|179.2|175.9|10756|All ICCC Groups Combined|61053482|0-14|All Races|Male and Female|2014|||
50.4|54.0|52.2|3196|I Leukemias, myeloproliferative & myelodysplastic diseases|61053482|0-14|All Races|Male and Female|2014|||
37.5|40.6|39.0|2390|I(a) Lymphoid leukemias|61053482|0-14|All Races|Male and Female|2014|||
7.2|8.7|7.9|485|I(b) Acute myeloid leukemias|61053482|0-14|All Races|Male and Female|2014|||
1.3|1.9|1.6|95|I(c) Chronic myeloproliferative diseases|61053482|0-14|All Races|Male and Female|2014|||
1.3|2.0|1.6|98|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|61053482|0-14|All Races|Male and Female|2014|||
1.7|2.5|2.1|128|I(e) Unspecified and other specified leukemias|61053482|0-14|All Races|Male and Female|2014|||
22.3|24.8|23.5|1435|II Lymphomas and reticuloendothelial neoplasms|61053482|0-14|All Races|Male and Female|2014|||
5.0|6.2|5.5|337|II(a) Hodgkin lymphomas|61053482|0-14|All Races|Male and Female|2014|||
7.7|9.2|8.4|514|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|61053482|0-14|All Races|Male and Female|2014|||
2.4|3.2|2.8|170|II(c) Burkitt lymphoma|61053482|0-14|All Races|Male and Female|2014|||
5.8|7.1|6.5|396|II(d) Miscellaneous lymphoreticular neoplasms|61053482|0-14|All Races|Male and Female|2014|||
0.2|0.5|0.3|18|II(e) Unspecified lymphomas|61053482|0-14|All Races|Male and Female|2014|||
35.0|38.0|36.5|2230|III CNS and misc intracranial and intraspinal neoplasms|61053482|0-14|All Races|Male and Female|2014|||
2.8|3.7|3.2|198|III(a) Ependymomas and choroid plexus tumor|61053482|0-14|All Races|Male and Female|2014|||
17.7|19.9|18.8|1146|III(b) Astrocytomas|61053482|0-14|All Races|Male and Female|2014|||
6.7|8.1|7.4|451|III(c) Intracranial and intraspinal embryonal tumors|61053482|0-14|All Races|Male and Female|2014|||
5.1|6.3|5.7|348|III(d) Other gliomas|61053482|0-14|All Races|Male and Female|2014|||
0.6|1.1|0.8|51|III(e) Other specified intracranial & intraspinal neoplasms|61053482|0-14|All Races|Male and Female|2014|||
0.4|0.8|0.6|36|III(f) Unspecified intracranial and intraspinal neoplasms|61053482|0-14|All Races|Male and Female|2014|||
11.1|12.9|12.0|736|IV Neuroblastoma and other peripheral nervous cell tumors|61053482|0-14|All Races|Male and Female|2014|||
10.9|12.6|11.8|723|IV(a) Neuroblastoma and ganglioneuroblastoma|61053482|0-14|All Races|Male and Female|2014|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|61053482|0-14|All Races|Male and Female|2014|||
10.4|12.1|11.2|683|IX Soft tissue and other extraosseous sarcomas|61053482|0-14|All Races|Male and Female|2014|||
4.4|5.5|4.9|302|IX(a) Rhabdomyosarcomas|61053482|0-14|All Races|Male and Female|2014|||
0.9|1.5|1.2|73|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|61053482|0-14|All Races|Male and Female|2014|||
~|~|~|~|IX(c) Kaposi sarcoma|61053482|0-14|All Races|Male and Female|2014|||
3.4|4.4|3.9|235|IX(d) Other specified soft tissue sarcomas|61053482|0-14|All Races|Male and Female|2014|||
