AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
5-9|~|~|~|~|VII(b) Hepatic carcinomas|19454237|2004
<1|~|~|~|~|VII(b) Hepatic carcinomas|4014258|2004
1-4|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|15771627|2004
10-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|21411680|2004
15-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|21102552|2004
5-9|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|19454237|2004
<1|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|4014258|2004
1-4|0.9|2.2|1.5|23|VIII Malignant bone tumors|15771627|2004
10-14|12.7|15.9|14.2|305|VIII Malignant bone tumors|21411680|2004
15-19|13.2|16.6|14.8|313|VIII Malignant bone tumors|21102552|2004
5-9|4.5|6.6|5.4|106|VIII Malignant bone tumors|19454237|2004
<1|~|~|~|~|VIII Malignant bone tumors|4014258|2004
1-4|~|~|~|~|VIII(a) Osteosarcomas|15771627|2004
10-14|7.4|9.9|8.6|184|VIII(a) Osteosarcomas|21411680|2004
15-19|7.0|9.5|8.2|173|VIII(a) Osteosarcomas|21102552|2004
5-9|2.5|4.2|3.3|64|VIII(a) Osteosarcomas|19454237|2004
<1|~|~|~|~|VIII(a) Osteosarcomas|4014258|2004
1-4|~|~|~|~|VIII(b) Chondrosarcomas|15771627|2004
10-14|~|~|~|~|VIII(b) Chondrosarcomas|21411680|2004
15-19|0.7|1.7|1.1|24|VIII(b) Chondrosarcomas|21102552|2004
5-9|~|~|~|~|VIII(b) Chondrosarcomas|19454237|2004
<1|~|~|~|~|VIII(b) Chondrosarcomas|4014258|2004
1-4|0.6|1.6|1.0|16|VIII(c) Ewing tumor and related sarcomas of bone|15771627|2004
10-14|3.5|5.3|4.3|93|VIII(c) Ewing tumor and related sarcomas of bone|21411680|2004
15-19|3.2|4.9|4.0|84|VIII(c) Ewing tumor and related sarcomas of bone|21102552|2004
5-9|1.2|2.4|1.7|33|VIII(c) Ewing tumor and related sarcomas of bone|19454237|2004
<1|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|4014258|2004
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|15771627|2004
10-14|~|~|~|~|VIII(d) Other specified malignant bone tumors|21411680|2004
15-19|0.7|1.7|1.1|24|VIII(d) Other specified malignant bone tumors|21102552|2004
5-9|~|~|~|~|VIII(d) Other specified malignant bone tumors|19454237|2004
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|4014258|2004
1-4|~|~|~|~|VIII(e) Unspecified malignant bone tumors|15771627|2004
10-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|21411680|2004
15-19|~|~|~|~|VIII(e) Unspecified malignant bone tumors|21102552|2004
5-9|~|~|~|~|VIII(e) Unspecified malignant bone tumors|19454237|2004
<1|~|~|~|~|VIII(e) Unspecified malignant bone tumors|4014258|2004
1-4|2.3|4.1|3.1|49|X Germ cell, trophoblastic tumors & neoplasms of gonads|15771627|2004
10-14|7.3|9.8|8.5|182|X Germ cell, trophoblastic tumors & neoplasms of gonads|21411680|2004
15-19|25.3|29.9|27.5|581|X Germ cell, trophoblastic tumors & neoplasms of gonads|21102552|2004
5-9|1.6|3.0|2.2|43|X Germ cell, trophoblastic tumors & neoplasms of gonads|19454237|2004
<1|14.5|23.1|18.4|74|X Germ cell, trophoblastic tumors & neoplasms of gonads|4014258|2004
1-4|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|15771627|2004
10-14|2.2|3.7|2.8|61|X(a) Intracranial & intraspinal germ cell tumors|21411680|2004
15-19|1.8|3.2|2.5|52|X(a) Intracranial & intraspinal germ cell tumors|21102552|2004
5-9|0.6|1.5|1.0|19|X(a) Intracranial & intraspinal germ cell tumors|19454237|2004
<1|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|4014258|2004
1-4|1.1|2.4|1.6|26|X(b) Malignant extracranial & extragonadal germ cell tumors|15771627|2004
10-14|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|21411680|2004
15-19|0.8|1.9|1.3|27|X(b) Malignant extracranial & extragonadal germ cell tumors|21102552|2004
5-9|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|19454237|2004
<1|9.0|16.1|12.2|49|X(b) Malignant extracranial & extragonadal germ cell tumors|4014258|2004
1-4|0.7|1.8|1.1|18|X(c) Malignant gonadal germ cell tumors|15771627|2004
10-14|3.7|5.5|4.5|97|X(c) Malignant gonadal germ cell tumors|21411680|2004
15-19|19.9|23.9|21.8|461|X(c) Malignant gonadal germ cell tumors|21102552|2004
5-9|0.6|1.6|1.0|20|X(c) Malignant gonadal germ cell tumors|19454237|2004
<1|~|~|~|~|X(c) Malignant gonadal germ cell tumors|4014258|2004
1-4|~|~|~|~|X(d) Gonadal carcinomas|15771627|2004
10-14|~|~|~|~|X(d) Gonadal carcinomas|21411680|2004
15-19|0.7|1.6|1.1|23|X(d) Gonadal carcinomas|21102552|2004
5-9|~|~|~|~|X(d) Gonadal carcinomas|19454237|2004
<1|~|~|~|~|X(d) Gonadal carcinomas|4014258|2004
1-4|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|15771627|2004
10-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|21411680|2004
15-19|0.5|1.3|0.9|18|X(e) Other and unspecified malignant gonadal tumors|21102552|2004
5-9|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|19454237|2004
<1|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|4014258|2004
1-4|1.6|3.2|2.3|36|XI Other malignant epithelial neoplasms and malignant melanomas|15771627|2004
10-14|12.2|15.4|13.7|294|XI Other malignant epithelial neoplasms and malignant melanomas|21411680|2004
15-19|46.4|52.5|49.4|1042|XI Other malignant epithelial neoplasms and malignant melanomas|21102552|2004
5-9|4.0|6.1|5.0|97|XI Other malignant epithelial neoplasms and malignant melanomas|19454237|2004
<1|~|~|~|~|XI Other malignant epithelial neoplasms and malignant melanomas|4014258|2004
1-4|~|~|~|~|XI(a) Adrenocortical carcinomas|15771627|2004
10-14|~|~|~|~|XI(a) Adrenocortical carcinomas|21411680|2004
15-19|~|~|~|~|XI(a) Adrenocortical carcinomas|21102552|2004
5-9|~|~|~|~|XI(a) Adrenocortical carcinomas|19454237|2004
<1|~|~|~|~|XI(a) Adrenocortical carcinomas|4014258|2004
1-4|~|~|~|~|XI(b) Thyroid carcinomas|15771627|2004
10-14|4.5|6.5|5.4|116|XI(b) Thyroid carcinomas|21411680|2004
15-19|17.4|21.2|19.2|406|XI(b) Thyroid carcinomas|21102552|2004
5-9|1.4|2.7|2.0|39|XI(b) Thyroid carcinomas|19454237|2004
<1|~|~|~|~|XI(b) Thyroid carcinomas|4014258|2004
1-4|~|~|~|~|XI(c) Nasopharyngeal carcinomas|15771627|2004
10-14|0.7|1.6|1.1|23|XI(c) Nasopharyngeal carcinomas|21411680|2004
15-19|0.7|1.6|1.0|22|XI(c) Nasopharyngeal carcinomas|21102552|2004
5-9|~|~|~|~|XI(c) Nasopharyngeal carcinomas|19454237|2004
<1|~|~|~|~|XI(c) Nasopharyngeal carcinomas|4014258|2004
1-4|0.8|2.0|1.3|21|XI(d) Malignant melanomas|15771627|2004
10-14|3.3|5.1|4.2|89|XI(d) Malignant melanomas|21411680|2004
15-19|16.5|20.2|18.2|385|XI(d) Malignant melanomas|21102552|2004
5-9|1.2|2.4|1.7|33|XI(d) Malignant melanomas|19454237|2004
<1|~|~|~|~|XI(d) Malignant melanomas|4014258|2004
1-4|~|~|~|~|XI(e) Skin carcinomas|15771627|2004
10-14|~|~|~|~|XI(e) Skin carcinomas|21411680|2004
15-19|~|~|~|~|XI(e) Skin carcinomas|21102552|2004
5-9|~|~|~|~|XI(e) Skin carcinomas|19454237|2004
<1|~|~|~|~|XI(e) Skin carcinomas|4014258|2004
1-4|~|~|~|~|XI(f) Other and unspecified carcinomas|15771627|2004
10-14|2.1|3.6|2.8|59|XI(f) Other and unspecified carcinomas|21411680|2004
15-19|9.3|12.1|10.6|224|XI(f) Other and unspecified carcinomas|21102552|2004
5-9|0.7|1.7|1.1|21|XI(f) Other and unspecified carcinomas|19454237|2004
<1|~|~|~|~|XI(f) Other and unspecified carcinomas|4014258|2004
1-4|~|~|~|~|XII Other and unspecified malignant neoplasms|15771627|2004
10-14|0.5|1.3|0.8|18|XII Other and unspecified malignant neoplasms|21411680|2004
15-19|0.9|2.0|1.4|29|XII Other and unspecified malignant neoplasms|21102552|2004
5-9|~|~|~|~|XII Other and unspecified malignant neoplasms|19454237|2004
<1|~|~|~|~|XII Other and unspecified malignant neoplasms|4014258|2004
1-4|~|~|~|~|XII(a) Other specified malignant tumors|15771627|2004
10-14|~|~|~|~|XII(a) Other specified malignant tumors|21411680|2004
15-19|~|~|~|~|XII(a) Other specified malignant tumors|21102552|2004
5-9|~|~|~|~|XII(a) Other specified malignant tumors|19454237|2004
<1|~|~|~|~|XII(a) Other specified malignant tumors|4014258|2004
1-4|~|~|~|~|XII(b) Other unspecified malignant tumors|15771627|2004
10-14|~|~|~|~|XII(b) Other unspecified malignant tumors|21411680|2004
15-19|0.5|1.4|0.9|19|XII(b) Other unspecified malignant tumors|21102552|2004
5-9|~|~|~|~|XII(b) Other unspecified malignant tumors|19454237|2004
<1|~|~|~|~|XII(b) Other unspecified malignant tumors|4014258|2004
1-4|208.0|222.4|215.1|3423|All ICCC Groups Combined|15913007|2005
10-14|125.5|135.3|130.3|2764|All ICCC Groups Combined|21212579|2005
15-19|215.9|228.5|222.1|4773|All ICCC Groups Combined|21486214|2005
5-9|114.2|123.9|119.0|2307|All ICCC Groups Combined|19389067|2005
<1|233.0|264.2|248.2|994|All ICCC Groups Combined|4004393|2005
1-4|84.0|93.3|88.5|1409|I Leukemias, myeloproliferative & myelodysplastic diseases|15913007|2005
10-14|27.5|32.2|29.8|632|I Leukemias, myeloproliferative & myelodysplastic diseases|21212579|2005
15-19|28.3|33.0|30.6|657|I Leukemias, myeloproliferative & myelodysplastic diseases|21486214|2005
5-9|36.3|41.9|39.0|757|I Leukemias, myeloproliferative & myelodysplastic diseases|19389067|2005
<1|41.2|55.0|47.7|191|I Leukemias, myeloproliferative & myelodysplastic diseases|4004393|2005
1-4|69.7|78.2|73.9|1176|I(a) Lymphoid leukemias|15913007|2005
10-14|17.1|20.9|19.0|402|I(a) Lymphoid leukemias|21212579|2005
15-19|14.3|17.7|15.9|342|I(a) Lymphoid leukemias|21486214|2005
5-9|29.2|34.3|31.7|614|I(a) Lymphoid leukemias|19389067|2005
<1|15.4|24.3|19.5|78|I(a) Lymphoid leukemias|4004393|2005
1-4|8.3|11.5|9.8|156|I(b) Acute myeloid leukemias|15913007|2005
10-14|5.6|7.9|6.7|142|I(b) Acute myeloid leukemias|21212579|2005
15-19|7.2|9.6|8.3|179|I(b) Acute myeloid leukemias|21486214|2005
5-9|3.4|5.2|4.2|82|I(b) Acute myeloid leukemias|19389067|2005
<1|12.5|20.7|16.2|65|I(b) Acute myeloid leukemias|4004393|2005
1-4|0.6|1.7|1.1|17|I(c) Chronic myeloproliferative diseases|15913007|2005
10-14|1.5|2.8|2.1|44|I(c) Chronic myeloproliferative diseases|21212579|2005
15-19|3.2|4.9|4.0|85|I(c) Chronic myeloproliferative diseases|21486214|2005
5-9|0.6|1.5|1.0|19|I(c) Chronic myeloproliferative diseases|19389067|2005
<1|~|~|~|~|I(c) Chronic myeloproliferative diseases|4004393|2005
1-4|1.5|3.0|2.1|34|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|15913007|2005
10-14|0.6|1.5|0.9|20|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|21212579|2005
15-19|0.9|2.0|1.4|30|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|21486214|2005
5-9|0.8|1.8|1.2|23|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|19389067|2005
<1|3.8|8.9|6.0|24|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|4004393|2005
1-4|1.1|2.4|1.6|26|I(e) Unspecified and other specified leukemias|15913007|2005
10-14|0.7|1.7|1.1|24|I(e) Unspecified and other specified leukemias|21212579|2005
15-19|0.6|1.5|1.0|21|I(e) Unspecified and other specified leukemias|21486214|2005
5-9|0.6|1.5|1.0|19|I(e) Unspecified and other specified leukemias|19389067|2005
<1|2.5|6.8|4.2|17|I(e) Unspecified and other specified leukemias|4004393|2005
1-4|8.6|11.7|10.1|160|II Lymphomas and reticuloendothelial neoplasms|15913007|2005
10-14|23.4|27.7|25.5|540|II Lymphomas and reticuloendothelial neoplasms|21212579|2005
15-19|50.0|56.2|53.1|1140|II Lymphomas and reticuloendothelial neoplasms|21486214|2005
5-9|12.3|15.6|13.9|269|II Lymphomas and reticuloendothelial neoplasms|19389067|2005
<1|7.8|14.5|10.7|43|II Lymphomas and reticuloendothelial neoplasms|4004393|2005
1-4|0.6|1.6|1.0|16|II(a) Hodgkin lymphomas|15913007|2005
10-14|11.1|14.1|12.5|266|II(a) Hodgkin lymphomas|21212579|2005
15-19|30.6|35.5|33.0|708|II(a) Hodgkin lymphomas|21486214|2005
5-9|3.1|5.0|4.0|77|II(a) Hodgkin lymphomas|19389067|2005
<1|~|~|~|~|II(a) Hodgkin lymphomas|4004393|2005
1-4|3.5|5.6|4.5|71|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|15913007|2005
10-14|7.6|10.2|8.9|188|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|21212579|2005
15-19|14.9|18.4|16.6|356|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|21486214|2005
5-9|5.1|7.3|6.1|119|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|19389067|2005
<1|~|~|~|~|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|4004393|2005
1-4|1.4|2.9|2.1|33|II(c) Burkitt lymphoma|15913007|2005
10-14|2.4|3.9|3.1|65|II(c) Burkitt lymphoma|21212579|2005
15-19|1.7|3.1|2.3|50|II(c) Burkitt lymphoma|21486214|2005
5-9|2.2|3.8|2.9|57|II(c) Burkitt lymphoma|19389067|2005
<1|~|~|~|~|II(c) Burkitt lymphoma|4004393|2005
1-4|1.7|3.3|2.4|38|II(d) Miscellaneous lymphoreticular neoplasms|15913007|2005
10-14|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|21212579|2005
15-19|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|21486214|2005
5-9|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|19389067|2005
<1|4.9|10.4|7.2|29|II(d) Miscellaneous lymphoreticular neoplasms|4004393|2005
1-4|~|~|~|~|II(e) Unspecified lymphomas|15913007|2005
10-14|~|~|~|~|II(e) Unspecified lymphomas|21212579|2005
15-19|~|~|~|~|II(e) Unspecified lymphomas|21486214|2005
5-9|~|~|~|~|II(e) Unspecified lymphomas|19389067|2005
<1|~|~|~|~|II(e) Unspecified lymphomas|4004393|2005
1-4|39.1|45.5|42.2|672|III CNS and misc intracranial and intraspinal neoplasms|15913007|2005
10-14|23.9|28.3|26.0|552|III CNS and misc intracranial and intraspinal neoplasms|21212579|2005
15-19|19.9|23.9|21.8|469|III CNS and misc intracranial and intraspinal neoplasms|21486214|2005
5-9|31.8|37.1|34.3|666|III CNS and misc intracranial and intraspinal neoplasms|19389067|2005
<1|23.0|33.7|28.0|112|III CNS and misc intracranial and intraspinal neoplasms|4004393|2005
1-4|4.0|6.3|5.1|81|III(a) Ependymomas and choroid plexus tumor|15913007|2005
10-14|1.3|2.5|1.8|39|III(a) Ependymomas and choroid plexus tumor|21212579|2005
15-19|1.4|2.6|1.9|41|III(a) Ependymomas and choroid plexus tumor|21486214|2005
5-9|2.2|3.8|2.9|56|III(a) Ependymomas and choroid plexus tumor|19389067|2005
<1|3.8|8.9|6.0|24|III(a) Ependymomas and choroid plexus tumor|4004393|2005
1-4|18.4|23.0|20.6|328|III(b) Astrocytomas|15913007|2005
10-14|13.9|17.3|15.6|330|III(b) Astrocytomas|21212579|2005
15-19|10.4|13.4|11.8|254|III(b) Astrocytomas|21486214|2005
5-9|14.5|18.1|16.2|314|III(b) Astrocytomas|19389067|2005
<1|6.7|13.0|9.5|38|III(b) Astrocytomas|4004393|2005
1-4|8.8|12.1|10.4|165|III(c) Intracranial and intraspinal embryonal tumors|15913007|2005
10-14|2.7|4.4|3.5|74|III(c) Intracranial and intraspinal embryonal tumors|21212579|2005
15-19|2.0|3.5|2.7|58|III(c) Intracranial and intraspinal embryonal tumors|21486214|2005
5-9|6.4|8.9|7.6|147|III(c) Intracranial and intraspinal embryonal tumors|19389067|2005
<1|6.1|12.2|8.7|35|III(c) Intracranial and intraspinal embryonal tumors|4004393|2005
1-4|4.3|6.6|5.3|85|III(d) Other gliomas|15913007|2005
10-14|3.5|5.4|4.4|93|III(d) Other gliomas|21212579|2005
15-19|3.4|5.2|4.2|91|III(d) Other gliomas|21486214|2005
5-9|5.2|7.5|6.2|121|III(d) Other gliomas|19389067|2005
<1|~|~|~|~|III(d) Other gliomas|4004393|2005
1-4|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|15913007|2005
10-14|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|21212579|2005
15-19|0.4|1.2|0.7|16|III(e) Other specified intracranial & intraspinal neoplasms|21486214|2005
5-9|0.5|1.3|0.8|16|III(e) Other specified intracranial & intraspinal neoplasms|19389067|2005
<1|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|4004393|2005
1-4|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|15913007|2005
10-14|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|21212579|2005
15-19|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|21486214|2005
5-9|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|19389067|2005
<1|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|4004393|2005
1-4|21.4|26.2|23.7|377|IV Neuroblastoma and other peripheral nervous cell tumors|15913007|2005
10-14|1.0|2.0|1.4|30|IV Neuroblastoma and other peripheral nervous cell tumors|21212579|2005
15-19|0.5|1.3|0.8|18|IV Neuroblastoma and other peripheral nervous cell tumors|21486214|2005
5-9|2.6|4.3|3.4|65|IV Neuroblastoma and other peripheral nervous cell tumors|19389067|2005
<1|55.6|71.5|63.2|253|IV Neuroblastoma and other peripheral nervous cell tumors|4004393|2005
1-4|21.2|26.1|23.6|375|IV(a) Neuroblastoma and ganglioneuroblastoma|15913007|2005
10-14|0.8|1.8|1.2|26|IV(a) Neuroblastoma and ganglioneuroblastoma|21212579|2005
15-19|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|21486214|2005
5-9|2.5|4.2|3.2|63|IV(a) Neuroblastoma and ganglioneuroblastoma|19389067|2005
<1|55.4|71.2|62.9|252|IV(a) Neuroblastoma and ganglioneuroblastoma|4004393|2005
1-4|~|~|~|~|IV(b) Other peripheral nervous cell tumors|15913007|2005
10-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|21212579|2005
15-19|~|~|~|~|IV(b) Other peripheral nervous cell tumors|21486214|2005
5-9|~|~|~|~|IV(b) Other peripheral nervous cell tumors|19389067|2005
<1|~|~|~|~|IV(b) Other peripheral nervous cell tumors|4004393|2005
1-4|8.6|11.8|10.1|161|IX Soft tissue and other extraosseous sarcomas|15913007|2005
10-14|10.3|13.3|11.7|249|IX Soft tissue and other extraosseous sarcomas|21212579|2005
15-19|15.7|19.3|17.4|374|IX Soft tissue and other extraosseous sarcomas|21486214|2005
5-9|7.9|10.7|9.2|179|IX Soft tissue and other extraosseous sarcomas|19389067|2005
<1|10.6|18.2|14.0|56|IX Soft tissue and other extraosseous sarcomas|4004393|2005
1-4|6.4|9.2|7.7|122|IX(a) Rhabdomyosarcomas|15913007|2005
10-14|2.9|4.6|3.7|79|IX(a) Rhabdomyosarcomas|21212579|2005
15-19|2.9|4.6|3.7|79|IX(a) Rhabdomyosarcomas|21486214|2005
5-9|4.3|6.4|5.3|103|IX(a) Rhabdomyosarcomas|19389067|2005
<1|2.5|6.8|4.2|17|IX(a) Rhabdomyosarcomas|4004393|2005
1-4|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|15913007|2005
10-14|1.0|2.0|1.4|30|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|21212579|2005
15-19|1.6|3.0|2.2|48|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|21486214|2005
5-9|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|19389067|2005
<1|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|4004393|2005
1-4|~|~|~|~|IX(c) Kaposi sarcoma|15913007|2005
10-14|~|~|~|~|IX(c) Kaposi sarcoma|21212579|2005
15-19|~|~|~|~|IX(c) Kaposi sarcoma|21486214|2005
5-9|~|~|~|~|IX(c) Kaposi sarcoma|19389067|2005
<1|~|~|~|~|IX(c) Kaposi sarcoma|4004393|2005
1-4|0.8|2.0|1.3|21|IX(d) Other specified soft tissue sarcomas|15913007|2005
10-14|4.6|6.6|5.5|117|IX(d) Other specified soft tissue sarcomas|21212579|2005
15-19|8.2|10.9|9.5|204|IX(d) Other specified soft tissue sarcomas|21486214|2005
5-9|1.5|2.8|2.1|40|IX(d) Other specified soft tissue sarcomas|19389067|2005
<1|4.0|9.2|6.2|25|IX(d) Other specified soft tissue sarcomas|4004393|2005
1-4|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|15913007|2005
10-14|0.6|1.6|1.0|22|IX(e) Unspecified soft tissue sarcomas|21212579|2005
15-19|1.4|2.6|1.9|41|IX(e) Unspecified soft tissue sarcomas|21486214|2005
5-9|0.7|1.7|1.1|21|IX(e) Unspecified soft tissue sarcomas|19389067|2005
<1|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|4004393|2005
1-4|~|~|~|~|Not classified by ICCC|15913007|2005
10-14|~|~|~|~|Not classified by ICCC|21212579|2005
15-19|~|~|~|~|Not classified by ICCC|21486214|2005
5-9|~|~|~|~|Not classified by ICCC|19389067|2005
<1|~|~|~|~|Not classified by ICCC|4004393|2005
1-4|6.6|9.4|7.9|126|V Retinoblastoma|15913007|2005
10-14|~|~|~|~|V Retinoblastoma|21212579|2005
15-19|~|~|~|~|V Retinoblastoma|21486214|2005
5-9|~|~|~|~|V Retinoblastoma|19389067|2005
<1|21.7|32.0|26.5|106|V Retinoblastoma|4004393|2005
1-4|17.7|22.2|19.9|316|VI Renal tumors|15913007|2005
10-14|0.7|1.7|1.1|24|VI Renal tumors|21212579|2005
15-19|1.6|2.9|2.2|47|VI Renal tumors|21486214|2005
5-9|4.1|6.2|5.1|98|VI Renal tumors|19389067|2005
<1|12.1|20.1|15.7|63|VI Renal tumors|4004393|2005
1-4|17.7|22.1|19.8|315|VI(a) Nephroblastoma and other nonepithelial renal tumors|15913007|2005
10-14|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|21212579|2005
15-19|0.4|1.2|0.7|16|VI(a) Nephroblastoma and other nonepithelial renal tumors|21486214|2005
5-9|3.7|5.6|4.6|89|VI(a) Nephroblastoma and other nonepithelial renal tumors|19389067|2005
<1|12.1|20.1|15.7|63|VI(a) Nephroblastoma and other nonepithelial renal tumors|4004393|2005
1-4|~|~|~|~|VI(b) Renal carcinomas|15913007|2005
10-14|~|~|~|~|VI(b) Renal carcinomas|21212579|2005
15-19|1.0|2.0|1.4|31|VI(b) Renal carcinomas|21486214|2005
5-9|~|~|~|~|VI(b) Renal carcinomas|19389067|2005
<1|~|~|~|~|VI(b) Renal carcinomas|4004393|2005
1-4|~|~|~|~|VI(c) Unspecified malignant renal tumors|15913007|2005
10-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|21212579|2005
15-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|21486214|2005
5-9|~|~|~|~|VI(c) Unspecified malignant renal tumors|19389067|2005
<1|~|~|~|~|VI(c) Unspecified malignant renal tumors|4004393|2005
1-4|3.7|5.9|4.7|75|VII Hepatic tumors|15913007|2005
10-14|0.6|1.5|0.9|20|VII Hepatic tumors|21212579|2005
15-19|0.7|1.6|1.1|23|VII Hepatic tumors|21486214|2005
5-9|~|~|~|~|VII Hepatic tumors|19389067|2005
<1|6.9|13.3|9.7|39|VII Hepatic tumors|4004393|2005
